"","dates","titles","push","id"
"66",2017-07-10,"Re: [問卦] 早安少女組當年是不是超紅?",4,"M.1499621511.A.12B"
"67",2017-07-10,"[問卦] 本日姆咪",6,"M.1499621542.A.5C1"
"68",2017-07-10,"Re: [新聞] 世大運開閉幕預算3.6億 柯文哲：一定賠錢",4,"M.1499621602.A.2FC"
"69",2017-07-10,"[問卦] 讀學店要怎麼提升自己",0,"M.1499621614.A.940"
"70",2017-07-10,"Re: [問卦] 去蘭嶼騎摩托車是不是很危險？",4,"M.1499621640.A.BCF"
"71",2017-07-10,"[問卦] 暴風雨後的彩虹",-2,"M.1499621648.A.4D1"
"72",2017-07-10,"Re: [新聞] 迷姦援交女劫財　想滅證反遭手機APP拍照",-1,"M.1499621669.A.54E"
"73",2017-07-10,"Re: [問卦] 高中過太廢怎麼辦?",2,"M.1499621701.A.7BE"
"74",2017-07-10,"[問卦] 姆咪被這樣砍還活者嗎?",-1,"M.1499621732.A.2C9"
"75",2017-07-10,"[問卦] 楓楓是不是跟姆咪感情不好",2,"M.1499621738.A.9ED"
"76",2017-07-10,"[問卦] 將來小孩抽煙要怎麼教？",6,"M.1499621798.A.A56"
"77",2017-07-10,"Re: [問卦] 如何從演化的角度解釋蘿莉控？",1,"M.1499621813.A.3C7"
"78",2017-07-10,"Re: [問卦] 長澤雅美的弱點是不是瀏海",5,"M.1499621864.A.289"
"79",2017-07-10,"[問卦] 有沒有故意取類似片名的卦？",10,"M.1499621939.A.D9D"
"80",2017-07-10,"[問卦] 如何叫醒心肌梗塞的朋友?",3,"M.1499621963.A.23C"
"81",2017-07-10,"[問卦] 為什麼彬彬沒有被杰哥型侵？？？？",7,"M.1499622007.A.49F"
"82",2017-07-10,"Re: [新聞] 韋傑理:台灣「海洋國家」本不同於中國",236,"M.1499622064.A.27F"
"83",2017-07-10,"[問卦] 愛滋是讓特定族群飽受歧視的罪魁禍首嗎？",4,"M.1499622072.A.ED2"
"84",2017-07-10,"[問卦] 西洋歌的掛？",3,"M.1499622167.A.E28"
"85",2017-07-10,"[問卦] 有沒有雲中月圓的八卦?",2,"M.1499622250.A.00E"
"86",2017-07-10,"[問卦] 姆咪喜歡星期一嗎？",4,"M.1499622254.A.ACC"
"87",2017-07-10,"[問卦] 有沒有香蕉一根2x元的八卦",16,"M.1499622255.A.6A9"
"88",2017-07-10,"[問卦] 有沒有俄羅斯隨機殺人三個小屁孩的八卦",5,"M.1499622282.A.ADC"
"89",2017-07-10,"[問卦] 箱型車走下來一個熱褲長髮辣妹？",-1,"M.1499622328.A.B79"
"90",2017-07-10,"[新聞] 陸殲20新照曝光　阻力傘笨重不及F16？",5,"M.1499622454.A.2D8"
"91",2017-07-10,"[問卦] 現在甲甲484比較吃香",7,"M.1499622578.A.B32"
"92",2017-07-10,"[問卦] 楓醬是不是對姆咪的智障行為有所怨恨？",5,"M.1499622586.A.CCA"
"93",2017-07-10,"[問卦] 我是XX的爸爸的八卦？",4,"M.1499622587.A.035"
"94",2017-07-10,"Re: [新聞] 「空心菜+蛋」166元！　蘆洲清粥老店「秤",3,"M.1499622604.A.B5B"
"95",2017-07-10,"Re: [問卦] 國中同學現在過得怎樣了?",1,"M.1499622642.A.9A7"
"96",2017-07-10,"Re: [新聞] 柯P批前瞻點名高雄債多 高市：台北缺乏",6,"M.1499622642.A.AF9"
"97",2017-07-10,"Re: [問卦] 館長背後的股東有多猛",3,"M.1499622645.A.422"
"98",2017-07-10,"[問卦] 魚仔這首歌是不是照妖鏡？",22,"M.1499622718.A.A55"
"99",2017-07-10,"[問卦] TPE48",7,"M.1499622720.A.414"
"100",2017-07-10,"[問卦] 旅遊可以解決人參的問題嗎？",5,"M.1499622785.A.45E"
"101",2017-07-10,"Re: [新聞] 公務員學理財 若辦課程從職涯出發",9,"M.1499622796.A.4AE"
"102",2017-07-10,"Re: [問卦] 國中同學現在過得怎樣了?",1,"M.1499622872.A.6D8"
"103",2017-07-10,"[問卦] 巨乳跟姆咪哪個才是真愛",3,"M.1499622888.A.799"
"104",2017-07-10,"Re: [問卦] 旅遊可以解決人參的問題嗎？",6,"M.1499622929.A.4C4"
"105",2017-07-10,"[問卦] 有沒有GG長度換算成罩杯的八卦?",5,"M.1499623050.A.156"
"106",2017-07-10,"Re: [問卦] 旅遊可以解決人參的問題嗎？",1,"M.1499623072.A.2DA"
"107",2017-07-10,"[問卦] 破處最快的方法是不是出櫃?",4,"M.1499623085.A.901"
"108",2017-07-10,"[問卦] 宵夜吃清粥小菜的人 智商大概多少？",6,"M.1499623353.A.7B6"
"109",2017-07-10,"[問卦] 如果台劇都有植劇場水準會怎樣",6,"M.1499623379.A.86A"
"110",2017-07-10,"Re: [新聞] 公務員學理財 若辦課程從職涯出發",-2,"M.1499623497.A.3D9"
"111",2017-07-10,"[問卦] 當年伍佰的K6有叱吒風雲嗎？",0,"M.1499623597.A.DFA"
"112",2017-07-10,"Re: [問卦] 如果台劇都有植劇場水準會怎樣",1,"M.1499623669.A.7C7"
"113",2017-07-10,"Re: [問卦] 有沒有故意取類似片名的卦？",1,"M.1499623719.A.777"
"114",2017-07-10,"[問卦] 台灣有沒有DNA驗種族的地方？",3,"M.1499623822.A.ED8"
"115",2017-07-10,"[問卦] 有咩有ig上面最愛的八卦？",0,"M.1499623841.A.9AD"
"116",2017-07-10,"[問卦] 為什麼男生要有乳頭啊",22,"M.1499623860.A.A16"
"117",2017-07-10,"[問卦] 這集確定姆咪是主角了？",-3,"M.1499623944.A.F0D"
"118",2017-07-10,"[問卦] 請問雙十連假",0,"M.1499623981.A.710"
"119",2017-07-10,"[問卦] 如果把糖戒掉會怎樣",2,"M.1499624049.A.CB1"
"120",2017-07-10,"Re: [問卦] 如果台劇都有植劇場水準會怎樣",2,"M.1499624108.A.1D6"
"121",2017-07-10,"[問卦] 討厭啦！歐妮醬～會被看到啦><",-4,"M.1499624115.A.6FA"
"122",2017-07-10,"[問卦] 手遊甚麼時候才會退潮?",4,"M.1499624141.A.2E9"
"123",2017-07-10,"Re: [問卦] 還記得電腦課全班男生打cs嗎",3,"M.1499624208.A.086"
"124",2017-07-10,"[問卦] 撿到假的愛馬仕手環怎麼辦",8,"M.1499624280.A.AF8"
"125",2017-07-10,"Re: [新聞] 讓母語扎根 母語教學擬提早至幼兒園",22,"M.1499624284.A.C25"
"126",2017-07-10,"[問卦] 還有人在用775腳位的電腦嗎",41,"M.1499624295.A.130"
"127",2017-07-10,"[問卦] NuSkin跟妙禪紫衣教比哪個恐怖?",4,"M.1499624353.A.AB2"
"128",2017-07-10,"Re: [新聞] 謝啟大揭選新黨主席秘辛　批郁慕明「萬年",0,"M.1499624408.A.81F"
"129",2017-07-10,"[新聞] 郝柏村：正視歷史　對抗台獨",-33,"M.1499624511.A.590"
"130",2017-07-10,"[問卦] 勇鬥11真的必要保留回合式戰鬥嗎？",8,"M.1499624542.A.D09"
"131",2017-07-10,"[問卦] 蛇進食為什麼不用嚼呢？",2,"M.1499624585.A.447"
"132",2017-07-10,"[問卦] 買保險套和潤滑液哪個比較尷尬？",6,"M.1499624703.A.B92"
"133",2017-07-10,"[問卦] 蔡健雅近期哪些歌最好聽？",28,"M.1499624742.A.165"
"134",2017-07-10,"[問卦] 欸!染上菸癮跟戒菸哪個難?",7,"M.1499624761.A.0E5"
"135",2017-07-10,"[問卦] 如果我也變成一條魚",4,"M.1499624802.A.135"
"136",2017-07-10,"[問卦] 肛門毛的作用是什麼?",3,"M.1499624839.A.BEE"
"137",2017-07-10,"[問卦] 台灣的國庫付得起聯合國會費嗎？",3,"M.1499624843.A.7B5"
"138",2017-07-10,"Re: [新聞] 快速道路重機車禍　騎士噴飛30米重傷",6,"M.1499624879.A.0A6"
"139",2017-07-10,"[問卦] GOT是不是要爛尾了",4,"M.1499624907.A.8D9"
"140",2017-07-10,"[問卦] 妹妹不擅長應付陌生人怎摸辦",7,"M.1499625056.A.50F"
"141",2017-07-10,"[問卦]  真的有經歷人生跑馬燈的人嗎？",2,"M.1499625222.A.085"
"142",2017-07-10,"[問卦] 關於便利商店工讀生",4,"M.1499625240.A.C2A"
"143",2017-07-10,"[問卦] 好不簡單的意思",-5,"M.1499625251.A.88A"
"144",2017-07-10,"[問卦] 原本的遊戲是不是一直扮豬吃老虎阿?",6,"M.1499625305.A.8EC"
"145",2017-07-10,"Re: [問卦] 還記得電腦課全班男生打cs嗎",0,"M.1499625406.A.140"
"146",2017-07-10,"[問卦] 會不會害怕?",8,"M.1499625775.A.F83"
"147",2017-07-10,"Re: [問卦] 為什麼男生要有乳頭啊",2,"M.1499625871.A.A07"
"148",2017-07-10,"Re: [新聞] 讓母語扎根 母語教學擬提早至幼兒園",2,"M.1499625906.A.3DE"
"149",2017-07-10,"[問卦] 會上P踢踢的兄弟人是不是水準比較高？",1,"M.1499625946.A.38D"
"150",2017-07-10,"[問卦] 男生也有辦法做援交嗎？",6,"M.1499625996.A.5E7"
"151",2017-07-10,"[問卦] 賺錢最快的方法是不是發廢文？",5,"M.1499626042.A.B71"
"152",2017-07-10,"[問卦] 拉麵應該很適合一個人吃吧？",23,"M.1499626054.A.E4A"
"153",2017-07-10,"Re: [問卦] 宵夜吃清粥小菜的人 智商大概多少？",13,"M.1499626140.A.DA6"
"154",2017-07-10,"Re: [問卦] 肛愛吃辣的甲甲，感受會不一樣嗎",5,"M.1499626314.A.C75"
"155",2017-07-10,"Re: [問卦] 鄉民電腦用的是什麼OS ?",6,"M.1499626404.A.5BA"
"156",2017-07-10,"[問卦] 會講幾種語言後會講到錯亂啊",17,"M.1499626425.A.B3E"
"157",2017-07-10,"[問卦] 台語484台灣人的明碼暗號",19,"M.1499626615.A.8E0"
"158",2017-07-10,"[問卦] 早上七點給你一個加薪的機會",-1,"M.1499627015.A.59F"
"159",2017-07-10,"[問卦] 臭宅愛噓文是一種轉移作用嗎？",-6,"M.1499627029.A.798"
"160",2017-07-10,"[問卦] 日文怎麼這麼難",13,"M.1499627161.A.12F"
"161",2017-07-10,"Re: [問卦] 台語484台灣人的明碼暗號",6,"M.1499627453.A.3A1"
"162",2017-07-10,"[問卦] 為什麼遙香會喜歡吃美紀烤的餅乾呢？",-5,"M.1499627668.A.55D"
"163",2017-07-10,"[問卦] 在紐約街頭高喊Allahu akbar會怎樣？",12,"M.1499627999.A.A00"
"164",2017-07-10,"[問卦] 為何black pink jennie唱歌嘴巴一定要歪",0,"M.1499628102.A.E3D"
"165",2017-07-10,"[問卦] obike是否真的無法可管？",7,"M.1499628172.A.888"
"166",2017-07-10,"[問卦] 貓貓躺在床上，想暗示我什麼....?",-3,"M.1499628438.A.257"
"167",2017-07-10,"Re: [新聞] 超強！精通8國語言實習警 幫日本翁找到回",1,"M.1499628507.A.CEB"
"168",2017-07-10,"[問卦] 我的人生是不是沒救了",29,"M.1499628573.A.59A"
"169",2017-07-10,"[問卦] 有人會去跟以前同學%%嗎",5,"M.1499628864.A.E5A"
"170",2017-07-10,"[問卦] 有沒有到院前休克的八卦？",51,"M.1499628936.A.7B0"
"171",2017-07-10,"Re: [問卦] 原本的遊戲是不是一直扮豬吃老虎啊?",4,"M.1499629039.A.63D"
"172",2017-07-10,"[問卦] 明天要去兵役複檢",10,"M.1499629213.A.546"
"173",2017-07-10,"Re: [問卦] 妹妹不擅長應付陌生人怎摸辦",-2,"M.1499629417.A.311"
"174",2017-07-10,"[問卦] 這時間為何還有一堆死肥宅",0,"M.1499629440.A.DD1"
"175",2017-07-10,"[問卦] 喵喵佔據了姊姊的位置",8,"M.1499629638.A.184"
"176",2017-07-10,"Re: [問卦] 宵夜吃清粥小菜的人 智商大概多少？",-2,"M.1499629950.A.5E7"
"177",2017-07-10,"[問卦] 有沒穿短褲老是被蒼蠅打擾的卦？",-1,"M.1499630001.A.5D4"
"178",2017-07-10,"[問卦] 有沒有雙狹縫實驗的八卦？",9,"M.1499630167.A.2D0"
"179",2017-07-10,"Re: [問卦] 拉麵應該很適合一個人吃吧？",-2,"M.1499630201.A.F62"
"180",2017-07-10,"Re: [問卦] 蔡健雅近期哪些歌最好聽？",5,"M.1499630270.A.7F6"
"181",2017-07-10,"[問卦] 肥宅怕死怎麼辦?",0,"M.1499630290.A.F6C"
"182",2017-07-10,"[問卦] 時光能重來嗎？",14,"M.1499630435.A.C11"
"183",2017-07-10,"[問卦] 拋物線的卦",-1,"M.1499630690.A.322"
"184",2017-07-10,"[問卦] 街景一直在後退 妳的崩潰在窗外零碎",3,"M.1499631292.A.0C8"
"185",2017-07-10,"[問卦] 有沒有買MBA來用office有什麼優勢的八卦",6,"M.1499631456.A.02E"
"186",2017-07-10,"[問卦] 認識正妹要犯法該幫她嗎",3,"M.1499631497.A.7B3"
"187",2017-07-10,"[問卦] 夜空中最亮的星?",2,"M.1499631565.A.0AD"
"188",2017-07-10,"Re: [問卦] 鄉民電腦用的是什麼OS ?",5,"M.1499631593.A.058"
"189",2017-07-10,"[問卦] 有人說他在老家欠了一堆錢  需要避避風頭",2,"M.1499631741.A.619"
"190",2017-07-10,"[問卦] 冷咖啡離開了杯墊",8,"M.1499631889.A.CB0"
"191",2017-07-10,"Re: [問卦] 蔡健雅近期哪些歌最好聽？",1,"M.1499631892.A.417"
"192",2017-07-10,"[問卦] 接不接受?",-1,"M.1499632222.A.547"
"193",2017-07-10,"[問卦] 二戰日本做出核彈 會怎樣?",12,"M.1499632230.A.CEC"
"194",2017-07-10,"[問卦] 我沉默你的話也不多",3,"M.1499632390.A.BF8"
"195",2017-07-10,"[新聞] 2016陸客觀光消費 減少近13％",2,"M.1499632413.A.303"
"196",2017-07-10,"[問卦] 我們懷念他",3,"M.1499632582.A.77E"
"197",2017-07-10,"Re: [問卦] obike是否真的無法可管？",0,"M.1499632595.A.FA0"
"198",2017-07-10,"Re: [問卦] 二戰日本做出核彈 會怎樣?",4,"M.1499632597.A.18D"
"199",2017-07-10,"Re: [問卦] 二戰日本做出核彈 會怎樣?",2,"M.1499632850.A.9B1"
"200",2017-07-10,"Re: [問卦] 台灣的國庫付得起聯合國會費嗎？",1,"M.1499632962.A.6AA"
"201",2017-07-10,"[問卦] 半夜睡不著可以來分享收藏嗎？",1,"M.1499633062.A.3AA"
"202",2017-07-10,"Re: [問卦] 有人會去跟以前同學%%嗎",-2,"M.1499633149.A.FBD"
"203",2017-07-10,"[問卦] 晚上上班可以睡覺的職業",6,"M.1499633227.A.66B"
"204",2017-07-10,"Re: [問卦] 二戰日本做出核彈 會怎樣?",0,"M.1499633233.A.0E2"
"205",2017-07-10,"Re: [問卦] 我的人生是不是沒救了",3,"M.1499633242.A.54C"
"206",2017-07-10,"[新聞] 發文籲取消言論審查 中國學者文章秒遭刪",11,"M.1499633338.A.0E7"
"207",2017-07-10,"Re: [問卦] 二戰日本做出核彈 會怎樣?",0,"M.1499633435.A.501"
"208",2017-07-10,"[新聞] 僅少1444人 台中指日超越高雄",44,"M.1499633436.A.F08"
"209",2017-07-10,"Re: [問卦] 我的人生是不是沒救了",4,"M.1499633690.A.00F"
"210",2017-07-10,"Re: [問卦] 二戰日本做出核彈 會怎樣?",1,"M.1499633857.A.2C2"
"211",2017-07-10,"[問卦] 被老婆發現自己是條魯蛇怎麼辦？",4,"M.1499634040.A.744"
"212",2017-07-10,"Re: [新聞] 韋傑理:台灣「海洋國家」本不同於中國",6,"M.1499634092.A.BA9"
"213",2017-07-10,"[問卦] 有沒有UNICEF(聯合國兒童基金會)的八卦",1,"M.1499634176.A.0FF"
"214",2017-07-10,"[問卦] 有人看過塔斯馬尼亞惡魔嗎?",29,"M.1499634211.A.507"
"215",2017-07-10,"Re: [問卦] obike是否真的無法可管？",21,"M.1499635365.A.3AB"
"216",2017-07-10,"Re: [新聞] 韋傑理:台灣「海洋國家」本不同於中國",4,"M.1499635409.A.409"
"217",2017-07-10,"[問卦] 起床看 豚鼠:血肉之花的八卦?",-3,"M.1499635603.A.A16"
"218",2017-07-10,"Re: [新聞] 韋傑理:台灣「海洋國家」本不同於中國",1,"M.1499635732.A.542"
"219",2017-07-10,"[問卦] 懷特老師當粉紅人化學的時候在想什麼？",19,"M.1499636124.A.2AD"
"220",2017-07-10,"[新聞]哈利王子熱戀急娶梅根 被爆準備開口求婚",7,"M.1499636430.A.6A3"
"221",2017-07-10,"[問卦] <U+263A>  現在一蘭還要排ㄇ？<U+263A>  ",-9,"M.1499636571.A.BDD"
"222",2017-07-10,"Re: [新聞] 韋傑理:台灣「海洋國家」本不同於中國",31,"M.1499636617.A.C13"
"223",2017-07-10,"[問卦] 早餐吃兩包韓國三養辣雞麵",7,"M.1499636895.A.9BE"
"224",2017-07-10,"Re: [問卦] 我的人生是不是沒救了",-2,"M.1499637080.A.465"
"225",2017-07-10,"[問卦] 被剛認識微正妹奶襲？",-3,"M.1499637561.A.6E0"
"226",2017-07-10,"[新聞] 柯粉」遍布全台 柯P聲望 大贏蔡吳",14,"M.1499637570.A.2AC"
"227",2017-07-10,"[問卦] 七大洲，highest peak，爬過的出來面對",4,"M.1499637723.A.CFA"
"228",2017-07-10,"[新聞] 環保狂熱分子 寄假斷掌給98家魚翅店",4,"M.1499638309.A.336"
"229",2017-07-10,"[問卦] 有沒有行天宮禁燒香的八卦?",4,"M.1499638438.A.77A"
"230",2017-07-10,"[問卦] 如果自宅失火 造成消防員死亡要賠錢嗎",1,"M.1499638538.A.5FC"
"231",2017-07-10,"[新聞] 莫那能：自甘皇民化　真的是笑死人",-78,"M.1499638561.A.B78"
"232",2017-07-10,"Re: [問卦] 二戰日本做出核彈 會怎樣?",5,"M.1499638759.A.374"
"233",2017-07-10,"Re: [問卦] 有人看過塔斯馬尼亞惡魔嗎?",4,"M.1499638770.A.638"
"234",2017-07-10,"[新聞] 熊貓造型發電站開工 中國網友:賣萌發電?",-1,"M.1499638975.A.CD3"
"235",2017-07-10,"[問卦] 在哪裡自殺比較不會妨礙到別人？",10,"M.1499639139.A.885"
"236",2017-07-10,"[問卦] 坐機捷現在要幹嘛??",5,"M.1499639284.A.EFD"
"237",2017-07-10,"[問卦] 國企/貿,財金,會計",0,"M.1499639469.A.3B1"
"238",2017-07-10,"Re: [新聞] 韋傑理:台灣「海洋國家」本不同於中國",2,"M.1499639612.A.DD7"
"239",2017-07-10,"Re: [新聞] 韋傑理:台灣「海洋國家」本不同於中國",8,"M.1499639744.A.475"
"240",2017-07-10,"Re: [新聞] 吹風機2千變177元　消保官：訂單成立",0,"M.1499639914.A.847"
"241",2017-07-10,"[新聞] 與女子河邊啪啪啪被圍觀　醉酒老外完事",49,"M.1499640088.A.E0E"
"242",2017-07-10,"[問卦] 還有人買數位相機嗎?",1,"M.1499640146.A.6EF"
"243",2017-07-10,"Re: [新聞] 僅少1444人 台中指日超越高雄",11,"M.1499640474.A.E63"
"244",2017-07-10,"[問卦] 金城武吃泡麵用冷水泡過這樣會好吃嗎？",1,"M.1499640807.A.95B"
"245",2017-07-10,"[問卦] 大家會幹母豬嗎??",3,"M.1499640922.A.C50"
"246",2017-07-10,"Re: [問卦] 甲甲和T通常哪個比較友善？",4,"M.1499640984.A.DF2"
"247",2017-07-10,"[新聞] 曾帶老婆去「換妻派對」　逮到她外遇告",16,"M.1499641065.A.D0B"
"248",2017-07-10,"[新聞] 被詐騙竟還去貸款 退休女行員被騙走3千萬",2,"M.1499641451.A.13B"
"249",2017-07-10,"[問卦] 教科書為什麼不列入荷蘭史呢?",11,"M.1499641454.A.8A0"
"250",2017-07-10,"[新聞] 搶救少子化 社家署：育兒津貼去排富線",7,"M.1499641501.A.05E"
"251",2017-07-10,"Re: [新聞] 工作十年控無預警資遣！老牌麵包店長淚訴",-1,"M.1499641515.A.13A"
"252",2017-07-10,"Re: [新聞] 讓母語扎根 母語教學擬提早至幼兒園",1,"M.1499641715.A.2EF"
"253",2017-07-10,"[問卦] 花學姊會討厭姆咪嗎?",-2,"M.1499641899.A.71C"
"254",2017-07-10,"Re: [問卦] 聽我媽說以前鄉下人殺狗吃狗肉家常便飯",2,"M.1499641945.A.876"
"255",2017-07-10,"[問卦] 肚子餓餓該怎模板",0,"M.1499642116.A.425"
"256",2017-07-10,"[問卦] 轉學考的起手式",-8,"M.1499642274.A.77B"
"257",2017-07-10,"[新聞] 想靠「龍爪手」豐胸　A奶女模慘變「瘀青",17,"M.1499642382.A.747"
"258",2017-07-10,"Re: [新聞] 僅少1444人 台中指日超越高雄",4,"M.1499642504.A.249"
"259",2017-07-10,"[新聞] 「她不是魔術師」 鄭文燦籲：給蔡總統時",-24,"M.1499642505.A.426"
"260",2017-07-10,"[新聞] 學生坐北車連通道「打牌」　民眾：影響通",10,"M.1499642599.A.AC0"
"261",2017-07-10,"Re: [新聞] 莫那能：自甘皇民化　真的是笑死人",12,"M.1499642641.A.9C7"
"262",2017-07-10,"[問卦] 有沒有越南Ｐho的八卦？",5,"M.1499642642.A.79A"
